"","Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID"
"2916","9/18/2012","Released","Lindsey","No","ANHU","Male","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","4568_ANHU"
"2917","12/12/2005","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Winter","window hit","Non-selasphorus spp.","2984_ANHU"
"2918","2/25/2004","Released","Lindsey","No","ANHU","Female-like ","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","2618_ANHU"
"2919","7/9/1991","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","145_ANHU"
"2920","3/18/2015","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","5217_ANHU"
"2921","3/21/2010","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","3888_ANHU"
"2922","4/13/1998","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","1378_ANHU"
"2923","6/7/2014","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",20,"Summer","found on the ground","Non-selasphorus spp.","5035_ANHU"
"2924","8/21/2014","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5102_ANHU"
"2925","4/6/2015","Released","malibu","No","Selasphorus","unknown","Nestling",0,"Spring","unknown","Selasphorus spp.","6521_ALHU"
"2926","3/10/2016","Released","Santa Barbara","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","6850_ANHU"
"2927","5/22/1991","Released","Lindsey","No","ANHU","Female-like ","adult-like",10,"Spring","unknown","Non-selasphorus spp.","100_ANHU"
"2928","7/10/1997","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","1286_ANHU"
"2929","7/15/1995","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","899_ANHU"
"2930","6/4/1991","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","unknown","Non-selasphorus spp.","118_ANHU"
"2931","6/10/2015","Died","Lindsey","Yes","ANHU","Male","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","5371_ANHU"
"2932","11/10/2013","Died","Lindsey","No","ANHU","Male","adult-like",0,"Fall","found inside","Non-selasphorus spp.","4825_ANHU"
"2933","6/2/2011","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","unknown","Non-selasphorus spp.","4235_ANHU"
"2934","1/21/2012","Released","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","4347_ANHU"
"2935","3/22/1994","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","590_ANHU"
"2936","6/14/2005","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",3,"Summer","nest-related","Non-selasphorus spp.","2919_ANHU"
"2937","8/10/2014","Died","malibu","No","Non-selasphorus","unknown","Nestling",3,"Summer","unknown","Non-selasphorus spp.","6180_ANHU"
"2938","8/27/2001","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Summer","found inside","Selasphorus spp.","2117_RUHU"
"2939","4/9/2006","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3055_ANHU"
"2940","3/24/2002","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2186_ANHU"
"2941","4/2/2016","Died","Santa Barbara","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","6858_ANHU"
"2942","8/3/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found inside","Non-selasphorus spp.","1110_ANHU"
"2943","5/7/2006","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","3086_ANHU"
"2944","5/13/2011","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","4205_ANHU"
"2945","6/28/2016","Died","Santa Barbara","No","Selasphorus","Female-like ","adult-like",0,"Summer","found on the ground","Selasphorus spp.","6896_ALHU"
"2946","6/4/2008","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","3511_ANHU"
"2947","5/31/2014","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5023_ANHU"
"2948","5/4/2006","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3084_ANHU"
"2949","7/1/1999","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Summer","nest-related","Non-selasphorus spp.","1686_ANHU"
"2950","3/28/2004","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","2645_ANHU"
"2951","6/19/2006","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","3115_ANHU"
"2952","6/16/1999","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","1657_ANHU"
"2953","9/17/2008","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","3576_ANHU"
"2954","4/13/2013","Released","malibu","No","Non-selasphorus","unknown","Nestling",0,"Spring","unknown","Non-selasphorus spp.","5901_ANHU"
"2955","6/3/1994","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Summer","found on the ground","Non-selasphorus spp.","661_ANHU"
"2956","8/8/2016","Released","Lindsey","No","ANHU","Male","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","5692_ANHU"
"2957","8/26/1991","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","173_ANHU"
"2958","6/23/1997","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","1273_ANHU"
"2959","8/12/2003","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Summer","found inside","Non-selasphorus spp.","2558_ANHU"
"2960","7/30/2001","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","2105_ANHU"
"2961","2/21/1998","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","1341_ANHU"
"2962","4/4/1992","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","237_ANHU"
"2963","10/13/2009","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","3822_ANHU"
"2964","2/2/2007","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3197_ANHU"
"2965","5/26/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","5341_ANHU"
"2966","6/7/2016","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","5629_ANHU"
"2967","4/23/1993","Died","Lindsey","No","Selasphorus","unknown","Nestling",0,"Spring","nest-related","Selasphorus spp.","447_ALHU"
"2968","5/16/1997","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1239_ANHU"
"2969","3/28/2000","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1773_ANHU"
"2970","5/19/2001","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","caught by domestic animal","Selasphorus spp.","2046_RUHU"
"2971","2/6/2015","Died","malibu","Yes","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","6351_ANHU"
"2972","4/5/2002","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","2200_ANHU"
"2973","3/28/2010","Died","Lindsey","Yes","ANHU","Male","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","3895_ANHU"
"2974","5/31/2014","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5022_ANHU"
"2975","6/1/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","suspect torpor-like state","Non-selasphorus spp.","5349_ANHU"
"2976","4/16/2009","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","3692_ANHU"
"2977","3/13/1995","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","775_ANHU"
"2978","12/21/2013","Released","Lindsey","No","ANHU","Female-like ","adult-like",1,"Winter","found inside","Non-selasphorus spp.","4848_ANHU"
"2979","3/6/2014","Died","malibu","No","Selasphorus","unknown","Nestling",0,"Spring","unknown","Selasphorus spp.","6057_ALHU"
"2980","10/23/2014","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Fall","found on the ground","Non-selasphorus spp.","5118_ANHU"
"2981","5/27/2004","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","2703_ANHU"
"2982","3/13/2014","Released","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","window hit","Selasphorus spp.","4899_ALHU"
"2983","2/19/2016","Died","Santa Barbara","No","ANHU","Male","adult-like",0,"Winter","found inside","Non-selasphorus spp.","6845_ANHU"
"2984","3/5/2013","Died","Lindsey","Yes","ANHU","Male","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","4626_ANHU"
"2985","8/11/2008","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","3563_BCHU"
"2986","4/11/2016","Died","malibu","No","Selasphorus","Female-like ","adult-like",15,"Spring","caught by domestic animal","Selasphorus spp.","6689_ALHU"
"2987","10/30/2011","Died","Lindsey","No","ANHU","Male","adult-like",1,"Fall","unknown","Non-selasphorus spp.","4317_ANHU"
"2988","7/11/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","3347_ANHU"
"2989","4/8/2004","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","2653_ANHU"
"2990","5/25/2007","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","3293_ANHU"
"2991","6/16/2015","Died","malibu","Yes","Selasphorus","unknown","Nestling",0,"Summer","caught by domestic animal","Selasphorus spp.","6462_ALHU"
"2992","11/1/2016","Died","Lindsey","Yes","ANHU","Male","adult-like",1,"Fall","found on the ground","Non-selasphorus spp.","5725_ANHU"
"2993","11/6/2011","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Fall","caught by domestic animal","Non-selasphorus spp.","4321_ANHU"
"2994","3/20/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found inside","Non-selasphorus spp.","36_ANHU"
"2995","7/17/1995","Released","Lindsey","Yes","Selasphorus","Female-like ","adult-like",2,"Summer","found on the ground","Selasphorus spp.","900_ALHU"
"2996","6/1/2010","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found inside","Non-selasphorus spp.","3972_ANHU"
"2997","2/22/2014","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",2,"Winter","found on the ground","Non-selasphorus spp.","4881_ANHU"
"2998","5/1/2005","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","2867_ANHU"
"2999","6/19/2013","Released","Lindsey","No","Selasphorus","unknown","Nestling",1,"Summer","nest-related","Selasphorus spp.","4770_ALHU"
"3000","8/19/1991","Released","Lindsey","No","BCHU","Female-like ","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","168_BCHU"
"3001","8/29/2003","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2562_ANHU"
"3002","4/2/2011","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","suspect torpor-like state","Non-selasphorus spp.","4149_ANHU"
"3003","6/17/2013","Released","malibu","No","Selasphorus","Female-like ","adult-like",1,"Summer","unknown","Selasphorus spp.","5988_ALHU"
"3004","7/3/2015","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6587_ALHU"
"3005","6/2/2014","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",1,"Summer","unknown","Selasphorus spp.","6124_ALHU"
"3006","3/16/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","1765_ANHU"
"3007","3/28/2013","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4661_ANHU"
"3008","9/24/2010","Died","Lindsey","No","ANHU","Male","adult-like",1,"Fall","suspect torpor-like state","Non-selasphorus spp.","4061_ANHU"
"3009","2/5/2003","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Winter","nest-related","Non-selasphorus spp.","2374_ANHU"
"3010","10/27/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",3,"Fall","found on the ground","Non-selasphorus spp.","1129_ANHU"
"3011","5/14/1999","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","1629_ANHU"
"3012","3/15/2011","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Spring","unknown","Non-selasphorus spp.","4124_ANHU"
"3013","6/22/2016","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","5659_ANHU"
"3014","4/27/2013","Died","malibu","No","Selasphorus","unknown","Nestling",0,"Spring","found on the ground","Selasphorus spp.","5790_ALHU"
"3015","1/20/1999","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","1533_ANHU"
"3016","4/13/2002","Died","Lindsey","No","ANHU","Female-like ","adult-like",4,"Spring","window hit","Non-selasphorus spp.","2215_ANHU"
"3017","4/28/2010","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","3935_ANHU"
"3018","7/4/2013","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","4784_ANHU"
"3019","5/16/2015","Died","Lindsey","Yes","Selasphorus","Female-like ","adult-like",3,"Spring","found on the ground","Selasphorus spp.","5321_ALHU"
"3020","11/11/2008","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found inside","Non-selasphorus spp.","3586_ANHU"
"3021","6/17/2016","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Summer","found on the ground","Non-selasphorus spp.","5650_ANHU"
"3022","3/30/1999","Released","Lindsey","No","Selasphorus","unknown","Nestling",0,"Spring","found on the ground","Selasphorus spp.","1572_ALHU"
"3023","5/23/2016","Released","Santa Barbara","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","6878_ANHU"
"3024","5/17/1994","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","643_ANHU"
"3025","6/4/1995","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","854_ANHU"
"3026","10/20/2003","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Fall","found on the ground","Non-selasphorus spp.","2575_ANHU"
"3027","3/11/2016","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5521_ANHU"
"3028","6/15/2016","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5646_ANHU"
"3029","8/21/1998","Died","Lindsey","No","BCHU","Female-like ","adult-like",4,"Summer","found on the ground","Non-selasphorus spp.","1493_BCHU"
"3030","1/5/2014","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","4857_ANHU"
"3031","12/7/2015","Died","malibu","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","6546_ANHU"
"3032","5/26/2015","Released","malibu","No","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","6434_ANHU"
"3033","6/21/2000","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","1862_ANHU"
"3034","4/4/2015","Died","malibu","Yes","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","6380_ANHU"
"3035","2/19/1998","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","1337_ANHU"
"3036","2/22/2016","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5503_ANHU"
"3037","6/20/2006","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","3116_ANHU"
"3038","5/30/2010","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","3969_ANHU"
"3039","2/4/2009","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Winter","found on the ground","Non-selasphorus spp.","3612_ANHU"
